,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
157,265001,Content Writer,Marketing ,Intermediate Level,Neha Goel,"Content Writing, English Content",SunTec,1999,24,Computer Software / IT / Internet,Delhi,1000,https://www.instahyre.com/job-265001-content-writer-at-suntec-delhi/
158,266148,Software Engineer,Software Engineering ,Mid Senior Level,Mythili Achappa,"Microservices, NoSQL, Java, Node.js, React.js",Vymo,2013,10,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-266148-software-engineer-at-vymo-bangalore/
159,265435,Business Development,Sales and Business ,Intermediate Level,Saloni Dubey,"Business Development, Sales",WMTC,2021,2,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-265435-business-development-at-wmtc-noida/
160,266287,Business Development,Sales and Business ,Junior Level,Rashmi Choudhary,"Business Development, Direct Sales, Sales, Telecalling",Xcelent Intersec,2017,6,Computer Software / IT / Internet,Work From Home,5,https://www.instahyre.com/job-266287-business-development-at-xcelent-intersec-work-from-home/
161,264623,Business Development Executive,Sales and Business ,Intermediate Level,Shashi Mourya,"Business Development, International Sales, Sales",Appzlogic Mobility Solutions,2015,8,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-264623-business-development-executive-at-appzlogic-mobility-solutions-work-from-home/
162,262934,Staff Software QA Engineer,Software Engineering ,Senior,Nithin Gaddam,"Microservices, Performance Testing, REST Assured, Selenium",Celigo,2005,18,Computer Software / IT / Internet,Work From Home,750,https://www.instahyre.com/job-262934-staff-software-qa-engineer-at-celigo-work-from-home/
163,263190,Corporate Sales Manager,Sales and Business ,Junior Level,Akshaya Lakshmi,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",ElectricPe,2021,2,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-263190-corporate-sales-manager-at-electricpe-bangalore/
164,262715,Technical Account Manager,Sales and Business ,Intermediate Level,Sukanya Sahoo,"Corporate Sales, International Sales, Sales",Get My Parking,2015,8,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-262715-technical-account-manager-at-get-my-parking-3-bangalore/
165,261819,Senior React Developer,Software Engineering ,Intermediate Level,Yash Thakare,"React.js, Redux",Gyaan AI,2021,2,Computer Software / IT / Internet,Pune,30,https://www.instahyre.com/job-261819-senior-react-developer-at-gyaan-ai-pune/
166,262861,Content Marketing Manager,Marketing ,Intermediate Level,Kalpana Prasanna,"Content Marketing, Content Writing, English Content",Humantic AI,2014,9,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-262861-content-marketing-manager-at-humantic-ai-work-from-home/
167,264679,Business Analyst (Pre and Post Sales),Sales and Business ,Intermediate Level,Shivani Sharma,"International Sales, Sales",iSkylar Technologies,2012,11,Computer Software / IT / Internet,Jaipur,125,https://www.instahyre.com/job-264679-business-analyst-pre-and-post-sales-at-iskylar-technologies-jaipur/
168,263532,Business Development,Sales and Business ,Junior Level,Aafrin Sultanak,"Business Development, Sales",Juntrax Solutions,2016,7,Computer Software / IT / Internet,Bangalore,5,https://www.instahyre.com/job-263532-business-development-at-juntrax-solutions-bangalore/
169,264512,Client Relationship Manager - Saas Product,Sales and Business ,Intermediate Level,Swati Sehgal,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Manupatra,2000,23,Computer Software / IT / Internet,Noida,125,https://www.instahyre.com/job-264512-client-relationship-manager-saas-product-at-manupatra-noida/
170,261795,Support Specialist,Sales and Business ,Junior Level,Sharon A,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Tagalys,2015,8,Computer Software / IT / Internet,"Bangalore, Chennai",30,https://www.instahyre.com/job-261795-support-specialist-at-tagalys-bangalore-chennai/
171,260209,Customer Success Account Manager,Sales and Business ,Intermediate Level,Tanvi Agarwal,"International Sales, Sales",Adobe,1982,41,Computer Software / IT / Internet,Work From Home,1000,https://www.instahyre.com/job-260209-customer-success-account-manager-at-adobe-work-from-home/
172,261355,Business Development Associate,Sales and Business ,Junior Level,Radhika Goel,"Business Development, International Sales, Sales",Expand My Business,2018,5,Computer Software / IT / Internet,Gurgaon,350,https://www.instahyre.com/job-261355-business-development-associate-at-expand-my-business-gurgaon/
173,261508,Customer Relationship Manager,Sales and Business ,Junior Level,Fleet Stack,"Customer Interaction, Customer Relationship, Customer Service",FleetStack,2022,1,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-261508-customer-relationship-manager-at-fleetstack-work-from-home/
174,261197,Sales Business Development,Sales and Business ,Junior Level,Bani Kmj,"Business Development, Corporate Sales, Sales, Telecalling",Kredily,2017,6,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-261197-sales-business-development-at-kredily-bangalore/
175,260986,Sales Development Representative,Sales and Business ,Intermediate Level,Boyapati Bhargava,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Kredily,2017,6,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-260986-sales-development-representative-at-kredily-bangalore/
176,260148,Business Development Manager,Sales and Business ,Intermediate Level,Sonia Sharma,"Business Development, Corporate Sales, Direct Sales, Sales",mTalkz Mobility Services,2017,6,Computer Software / IT / Internet,Noida,30,https://www.instahyre.com/job-260148-business-development-manager-at-mtalkz-mobility-services-noida/
177,261602,Business Development Manager,Sales and Business ,Mid Senior Level,Aarti Gupta,"Business Development, Sales",Nvizion Solutions,2005,18,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-261602-business-development-manager-at-nvizion-solutions-work-from-home/
178,261719,Call Centre Operations Manager,Sales and Business ,Junior Level,Amritpal Singh,"BPO Operations, Call Center Operations, Customer Interaction, Customer Service",Sungevity Enterprise,2023,0,Computer Software / IT / Internet,Pune,30,https://www.instahyre.com/job-261719-call-centre-operations-manager-at-sungevity-enterprise-pune/
179,261530,Support Specialist,Sales and Business ,Junior Level,Sharon A,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Tagalys,2015,8,Computer Software / IT / Internet,Chennai,30,https://www.instahyre.com/job-261530-support-specialist-at-tagalys-chennai/
180,260532,Client Solutions Executive,Sales and Business ,Senior,Chetan Chopra Hehim,Sales,VMware,1998,25,Computer Software / IT / Internet,Delhi,1000,https://www.instahyre.com/job-260532-client-solutions-executive-at-vmware-delhi/
181,258709,RFP Writer,Marketing ,Intermediate Level,Snigdha Sen,"Content Writing, English Content",12th Wonder,2012,11,Computer Software / IT / Internet,Pune,125,https://www.instahyre.com/job-258709-rfp-writer-at-12th-wonder-pune/
182,258616,Account Executive,Sales and Business ,Intermediate Level,Afreen Naz,"Business Development, EMEA, International Sales, SMB",Emitrr,2019,4,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-258616-account-executive-at-emitrr-work-from-home/
183,258585,Associate Customer Success Manager,Sales and Business ,Senior,Raghavendra H M,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",insightsoftware,2018,5,Computer Software / IT / Internet,Hyderabad,1000,https://www.instahyre.com/job-258585-associate-customer-success-manager-at-insightsoftware-hyderabad/
184,258495,Customer Success Analyst,Sales and Business ,Intermediate Level,Raghavendra H M,"Customer Interaction, Customer Relationship, Customer Service",insightsoftware,2018,5,Computer Software / IT / Internet,Hyderabad,1000,https://www.instahyre.com/job-258495-customer-success-analyst-at-insightsoftware-hyderabad/
185,258144,Executive Assistance,Sales and Business ,Mid Senior Level,M Keerthi Sree Hashni,"Business Development, General Management, Corporate Strategy, Strategic Planning",Leena AI,2015,8,Computer Software / IT / Internet,"Gurgaon, Work From Home",350,https://www.instahyre.com/job-258144-executive-assistance-at-leena-ai-gurgaon-work-from-home/
186,259650,Product Trainer,Sales and Business ,Junior Level,Manasa K R,"Customer Interaction, Customer Relationship, Customer Service",Mobisy Technologies,2008,15,Computer Software / IT / Internet,"Bangalore, Delhi",350,https://www.instahyre.com/job-259650-product-trainer-at-mobisy-technologies-bangalore-delhi/
187,258949,Senior DevOps Engineer,IT Operations and Support ,Senior,Aparna Rajkhowa,"AWS, CI - CD, DNS, DevOps, FTP, HTTP, Linux, Perl, PowerShell, Python, SSH, Shell Scripting",Money View,2014,9,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-258949-senior-devops-engineer-at-money-view-bangalore/
188,259038,Senior / Executive Business Development,Sales and Business ,Junior Level,Arun Kumar,"Business Development, Corporate Sales, International Sales, Sales",Nous Infosystems,1996,27,Computer Software / IT / Internet,Coimbatore,1000,https://www.instahyre.com/job-259038-senior-executive-business-development-at-nous-infosystems-coimbatore/
189,258909,Account Executive,Operations ,Intermediate Level,Aastha Sharma,"Accounting, Auditing, Finance, Taxation, Budgeting, Chartered Accountant, External Audit, Financial Analysis, Financial Planning, Financial Reporting, GST, Income Tax, Internal Audit, Payroll Management, QuickBooks, Sales Tax, Statutory Audit, TDS, VAT, Zoho Books",Skeps,2018,5,Computer Software / IT / Internet,Gurgaon,125,https://www.instahyre.com/job-258909-account-executive-at-skeps-gurgaon/
190,258327,Email Marketing Specialist,Sales and Business ,Junior Level,Saranya B M,Business Development,W2S Solutions,2010,13,Computer Software / IT / Internet,"Chennai, Coimbatore",125,https://www.instahyre.com/job-258327-email-marketing-specialist-at-w2s-solutions-chennai-coimbatore/
191,256078,Sales Development Representative,Sales and Business ,Intermediate Level,Asha Mathpal,"Business Development, Corporate Sales, Sales",App Brew Tech,2022,1,Computer Software / IT / Internet,Work From Home,5,https://www.instahyre.com/job-256078-sales-development-representative-at-app-brew-tech-work-from-home/
192,256835,Sales Manager,Sales and Business ,Mid Senior Level,Prithivirajan S,"Corporate Sales, Direct Sales, International Sales, Sales",Auzmor,2018,5,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-256835-sales-manager-at-auzmor-work-from-home/
193,257387,Internal Controls Analyst,Operations ,Mid Senior Level,Sai Kiran Reddy,"Operations Management, Process Improvement",Paypal,1998,25,Computer Software / IT / Internet,"Bangalore, Chennai, Work From Home",1000,https://www.instahyre.com/job-257387-internal-controls-analyst-at-paypal-bangalore-chennai-work-from-home/
194,257292,Lead Product Designer - UI / UX,Design and Creative ,Senior,Vishal Negi,"UX Design, Figma, Photoshop, Sketch",PocketFM,2018,5,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-257292-lead-product-designer-ui-ux-at-pocketfm-bangalore/
195,256702,Senior Content Writer,Marketing ,Mid Senior Level,Tehzun Vasanwala,"Content Marketing, Content Writing",Radixweb,2000,23,Computer Software / IT / Internet,Ahmedabad,350,https://www.instahyre.com/job-256702-senior-content-writer-at-radixweb-ahmedabad/
196,256696,AVP - Sales,Sales and Business ,Senior,Ranjita Brahma,"Business Development, International Sales, Sales",Red Apple Technologies,2010,13,Computer Software / IT / Internet,"Delhi, Kolkata",125,https://www.instahyre.com/job-256696-avp-sales-at-red-apple-technologies-delhi-kolkata/
197,256695,Global Brand Manager,Marketing ,Senior,Ranjita Brahma,"ATL, BTL, Brand Management, Digital Marketing, Game Development, Marketing Communication",Red Apple Technologies,2010,13,Computer Software / IT / Internet,"Delhi, Kolkata",125,https://www.instahyre.com/job-256695-global-brand-manager-at-red-apple-technologies-delhi-kolkata/
198,255595,Business Development Manager,Sales and Business ,Mid Senior Level,Janani Anandhan Sheher,Sales,Siam Computing,2012,11,Computer Software / IT / Internet,Chennai,30,https://www.instahyre.com/job-255595-business-development-manager-at-siam-computing-chennai/
199,255792,Business Development Executive,Sales and Business ,Junior Level,Harshita Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",UXTeam,2017,6,Computer Software / IT / Internet,Dubai,30,https://www.instahyre.com/job-255792-business-development-executive-at-uxteam-dubai/
200,256963,Sr. Business Development Executive,Sales and Business ,Intermediate Level,Megha Arora,"Business Development, International Sales, Sales",Zenesys Technosys,2011,12,Computer Software / IT / Internet,Noida,30,https://www.instahyre.com/job-256963-sr-business-development-executive-at-zenesys-technosys-noida/
201,255062,Manager - Fixed Assets and Lease Accounting,Operations ,Executive,Sporshita Ray,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",Booking Holdings,1996,27,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-255062-manager-fixed-assets-and-lease-accounting-at-booking-holdings-bangalore/
202,254711,Business Development Executive,Sales and Business ,Fresher,Tanvi Sharma,Business Development,Codobux,2017,6,Computer Software / IT / Internet,Mohali,30,https://www.instahyre.com/job-254711-business-development-executive-at-codobux-mohali/
203,255392,Admin Executive,Operations ,Intermediate Level,Sumit Patel Hehim,"Asset Management, Facility Management, Office Operations, Vendor Management",Encora,2005,18,Computer Software / IT / Internet,Ahmedabad,1000,https://www.instahyre.com/job-255392-admin-executive-at-encora-ahmedabad/
204,253595,Regional Sales Manager,Sales and Business ,Mid Senior Level,Supriya C,"Business Development, Sales",Ganit,2017,6,Computer Software / IT / Internet,United States (USA),125,https://www.instahyre.com/job-253595-regional-sales-manager-at-ganit-united-states-usa/
205,255036,Business Development Executive,Sales and Business ,Junior Level,Shreya Jain,"Business Development, International Sales, Sales",Orange Data Tech,2020,3,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-255036-business-development-executive-at-orange-data-tech-indore/
206,254366,International Product Sales,Sales and Business ,Junior Level,Ruchi Banthiya Head Human Resource At Prodex,International Sales,ProdEx Technologies,1997,26,Computer Software / IT / Internet,Chennai,125,https://www.instahyre.com/job-254366-international-product-sales-at-prodex-technologies-chennai/
207,255050,Customer Success Specialist - SaaS,Sales and Business ,Intermediate Level,Sheeba Morris,"CRM, Customer Interaction, Customer Relationship, Customer Service, Key Account Management",ResMed,1989,34,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-255050-customer-success-specialist-saas-at-resmed-2-bangalore/
208,254525,Senior Manager- Implementation Operations,Operations ,Senior,Hema Negi,"Accounting, Finance, Payroll Management",Rippling,2016,7,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-254525-senior-manager-implementation-operations-at-rippling-bangalore/
209,255049,Operations Manager,Operations ,Intermediate Level,Mansi Malhotra,"Operations Management, Process Improvement",Trential,2022,1,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-255049-operations-manager-at-trential-gurgaon/
210,254681,Customer Success Associate,Sales and Business ,Junior Level,Careers Voiceoc,"General Management, Strategic Planning",Voiceoc,2019,4,Computer Software / IT / Internet,Noida,5,https://www.instahyre.com/job-254681-customer-success-associate-at-voiceoc-noida/
211,252200,Key Account Manager - Brand Specialist,Sales and Business ,Mid Senior Level,Shilpa Purohit,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Amazon,1994,29,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-252200-key-account-manager-brand-specialist-at-amazon-bangalore/
212,251515,Technical Program Manager,Technical Management ,Junior Level,Radhika Agrawal,"Agile, Program Management, Project Management, Scrum",Avataar,2014,9,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-251515-technical-program-manager-at-avataar-2-bangalore/
213,253571,Regional Sales Manager,Sales and Business ,Mid Senior Level,Kokila S,"Business Development, Sales",Ganit,2017,6,Computer Software / IT / Internet,United States (USA),125,https://www.instahyre.com/job-253571-regional-sales-manager-at-ganit-united-states-usa/
214,253313,B2B Business Development Executive,Sales and Business ,Junior Level,Rahul Rathore,"Business Development, Corporate Sales, Sales",JiyoFullest,2017,6,Computer Software / IT / Internet,Bangalore,5,https://www.instahyre.com/job-253313-b2b-business-development-executive-at-jiyofullest-bangalore/
215,252482,Sales Development Representative,Sales and Business ,Intermediate Level,Rekha Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Leena AI,2015,8,Computer Software / IT / Internet,"Bangalore, Gurgaon",350,https://www.instahyre.com/job-252482-sales-development-representative-at-leena-ai-bangalore-gurgaon/
216,251713,DevOps Engineer - 3,IT Operations and Support ,Senior,Shreya N,"AWS, Ansible, CI - CD, Jenkins, Kubernetes, Linux",Piramal Capital & Housing Finance,2017,6,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-251713-devops-engineer-3-at-piramal-capital-housing-finance-bangalore/
217,253290,Branch Manager - Software Sales,Sales and Business ,Senior,Jyoti Verma,"Business Development, Corporate Sales, Direct Sales, Sales",Stellar Information Technology,1993,30,Computer Software / IT / Internet,Mumbai,350,https://www.instahyre.com/job-253290-branch-manager-software-sales-at-stellar-information-technology-mumbai/
218,252878,Content Writer,Marketing ,Junior Level,Steffi Patel,Content Writing,Sunflower Lab,2010,13,Computer Software / IT / Internet,Vadodara,125,https://www.instahyre.com/job-252878-content-writer-at-sunflower-lab-vadodara/
219,251058,Sales Development Representative,Sales and Business ,Junior Level,Abhijeet Singh,"Business Development, Corporate Sales, International Sales, Sales",Unifynd,2015,8,Computer Software / IT / Internet,Work From Home,30,https://www.instahyre.com/job-251058-sales-development-representative-at-unifynd-2-work-from-home/
220,250710,Assistant Manager - Sales,Sales and Business ,Intermediate Level,Divyani Jain,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Acxiom Technologies,2014,9,Computer Software / IT / Internet,Mumbai,125,https://www.instahyre.com/job-250710-assistant-manager-sales-at-acxiom-technologies-mumbai/
221,249467,Executive Assistant,Sales and Business ,Junior Level,Nikita,"General Management, Corporate Strategy, Strategic Planning",Apptad,2013,10,Computer Software / IT / Internet,Noida,750,https://www.instahyre.com/job-249467-executive-assistant-at-apptad-noida/
222,249919,Assistant Manager - Customer Success,Operations ,Intermediate Level,Vatsala Rawat,Operations Management,AstroTalk,2017,6,Computer Software / IT / Internet,Noida,1000,https://www.instahyre.com/job-249919-assistant-manager-customer-success-at-astrotalk-noida/
223,249241,Senior Finance Operations Analyst,Operations ,Mid Senior Level,Nirmala Bareth,"Accounting, Auditing, Finance, Chartered Accountant, Financial Analysis, Financial Planning, Financial Reporting",Cornerstone OnDemand,1999,24,Computer Software / IT / Internet,Pune,1000,https://www.instahyre.com/job-249241-senior-finance-operations-analyst-at-cornerstone-ondemand-pune/
224,250905,Engineering Manager,Technical Management ,Mid Senior Level,Rishika Singh,"Engineering Management, Golang, Node.js, PostgreSQL, Redis, TypeScript",Dyte,2020,3,Computer Software / IT / Internet,Bangalore,125,https://www.instahyre.com/job-250905-engineering-manager-at-dyte-bangalore/
225,249452,Inside Sales Associate,Sales and Business ,Junior Level,Talent Acquisition,"Business Development, Corporate Sales, International Sales, Sales",Ignitho Technologies,2016,7,Computer Software / IT / Internet,"Bangalore, Chennai",125,https://www.instahyre.com/job-249452-inside-sales-associate-at-ignitho-technologies-bangalore-chennai/
226,249614,Software Development Engineer III / IV,Software Engineering ,Senior,Sairam Kunala,"Big Data, Django, Express.js, Flask, Golang, Java, MySQL, Node.js, PostgreSQL, Python, Ruby, Ruby on Rails",OpenEnvoy,2020,3,Computer Software / IT / Internet,"Bangalore, Hyderabad, Work From Home",5,https://www.instahyre.com/job-249614-software-development-engineer-iii-iv-at-openenvoy-bangalore-hyderabad-work-from-home/
227,249820,Business Development Representative,Sales and Business ,Junior Level,Sushanth Suvarna,"Business Development, Corporate Sales, International Sales, Sales",Shop Trade,2016,7,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-249820-business-development-representative-at-shop-trade-bangalore/
228,249865,Sales Executive,Sales and Business ,Junior Level,Fariha Tasnim,"Business Development, Direct Sales, International Sales, Sales, Telecalling",Sloovi,2013,10,Computer Software / IT / Internet,Chennai,125,https://www.instahyre.com/job-249865-sales-executive-at-sloovi-chennai/
229,249353,Business Developer,Sales and Business ,Junior Level,Shruti Goyal,"Business Development, Direct Sales, International Sales, Sales",WebiWork Technologies,2019,4,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-249353-business-developer-at-webiwork-technologies-indore/
230,249111,Sales Development Representative,Sales and Business ,Junior Level,Revati Singh,"International Sales, Sales",Attentive.ai,2017,6,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-249111-sales-development-representative-at-attentive-work-from-home/
231,248573,Business Development Executive - IT Services Sales,Sales and Business ,Junior Level,Prabhjot Kaur,"Business Development, International Sales, Sales",BelWo,2002,21,Computer Software / IT / Internet,Mohali,125,https://www.instahyre.com/job-248573-business-development-executive-it-services-sales-at-belwo-mohali/
232,248980,Senior Frontend Engineer,Software Engineering ,Mid Senior Level,Amit Dugar,"CSS, HTML, JavaScript, React.js",BuyerAssist,2020,3,Computer Software / IT / Internet,Pune,5,https://www.instahyre.com/job-248980-senior-frontend-engineer-at-buyerassist-pune/
233,247451,Software Development Engineer 2 - Data Acquisition,Software Engineering ,Intermediate Level,Chaithra G,"Hibernate, J2EE, Java, Spring",CommerceIQ,2012,11,Computer Software / IT / Internet,Bangalore,350,https://www.instahyre.com/job-247451-software-development-engineer-2-data-acquisition-at-commerceiq-bangalore/
234,247640,Sales Development Representative,Sales and Business ,Junior Level,Nikhil Gokhale,"Business Development, Corporate Sales, Direct Sales, Sales",Deliverr,2017,6,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-247640-sales-development-representative-at-deliverr-work-from-home/
235,244796,Sales Lead,Sales and Business ,Mid Senior Level,Tulika Srivastava,"Business Development, Sales",GrapeCity,1980,43,Computer Software / IT / Internet,Noida,750,https://www.instahyre.com/job-244796-sales-lead-at-grapecity-noida/
236,247025,Payroll Executive,Sales and Business ,Junior Level,Boyapati Bhargava,Customer Service,Kredily,2017,6,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-247025-payroll-executive-at-kredily-bangalore/
237,243932,Customer Support Engineer,Sales and Business ,Intermediate Level,Inderpreet Kaur,"CRM, Customer Interaction, Customer Relationship, Customer Service, Desktop Troubleshooting",Leewayhertz Technologies,2007,16,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-243932-customer-support-engineer-at-leewayhertz-technologies-work-from-home/
238,243930,Technical Writer - Content,Marketing ,Intermediate Level,Brijesh Vamdev,Content Writing,Leewayhertz Technologies,2007,16,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-243930-technical-writer-content-at-leewayhertz-technologies-work-from-home/
239,248950,Lead Software Engineer (Web),Software Engineering ,Senior,Ashwin Narayan,"GraphQL, Node.js, React.js",Paypal,1998,25,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-248950-lead-software-engineer-web-at-paypal-bangalore/
240,243888,Lead Generation,Sales and Business ,Intermediate Level,Venkhatesh Ayyappan,"International Sales, Sales",Aidas Technologies,2016,7,Computer Software / IT / Internet,Coimbatore,30,https://www.instahyre.com/job-243888-lead-generation-at-aidas-technologies-coimbatore/
241,241548,Sales Development Representative,Sales and Business ,Intermediate Level,Neha Kothari,"Business Development, International Sales, Sales",Applicate IT Solutions,2014,9,Computer Software / IT / Internet,"Bangalore, Gurgaon, Mumbai",125,https://www.instahyre.com/job-241548-sales-development-representative-at-applicate-it-solutions-bangalore-gurgaon-mumbai/
242,242964,Principal Product Manager,Technical Management ,Senior,Bidyut Ganguly,Product Management,Cohesity,2013,10,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-242964-principal-product-manager-at-cohesity-bangalore/
243,242605,Business Development Executive,Sales and Business ,Junior Level,Bhagyashree W,"Business Development, International Sales, Sales",Futurism Technologies,2003,20,Computer Software / IT / Internet,Pune,750,https://www.instahyre.com/job-242605-business-development-executive-at-futurism-technologies-pune/
244,242000,Lead Generation Executive,Sales and Business ,Junior Level,Nishu Rajput,"Business Development, International Sales, Sales",Gortnm Innovations,2017,6,Computer Software / IT / Internet,Noida,30,https://www.instahyre.com/job-242000-lead-generation-executive-at-gortnm-innovations-noida/
245,242356,Inside Sales Executive,Sales and Business ,Junior Level,Yashpreet Kaur,Business Development,Grazitti Interactive,2007,16,Computer Software / IT / Internet,Chandigarh,350,https://www.instahyre.com/job-242356-inside-sales-executive-at-grazitti-interactive-2-chandigarh/
246,243211,Director of Sales - SSB,Sales and Business ,Mid Senior Level,Hema Negi,"International Sales, Sales",Rippling,2016,7,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-243211-director-of-sales-ssb-at-rippling-bangalore/
247,241862,Business Development Manager,Sales and Business ,Intermediate Level,Aparna Chaphekar,"Business Development, Sales",SugarBox Networks,2016,7,Computer Software / IT / Internet,Mumbai,350,https://www.instahyre.com/job-241862-business-development-manager-at-sugarbox-networks-mumbai/
248,241517,Senior Content Writer,Marketing ,Intermediate Level,Khushali Vyas,Content Writing,Translate By Humans,2013,10,Computer Software / IT / Internet,Ahmedabad,30,https://www.instahyre.com/job-241517-senior-content-writer-at-translate-by-humans-ahmedabad/
249,243500,Business Development Executive,Sales and Business ,Junior Level,Renuka D,"Business Development, Corporate Sales, International Sales, Sales",Zaigo Infotech Software Solutions,2012,11,Computer Software / IT / Internet,Chennai,125,https://www.instahyre.com/job-243500-business-development-executive-at-zaigo-infotech-software-solutions-chennai/
250,239611,Asst. Sales Manager,Sales and Business ,Intermediate Level,Atspl Hr,"Business Development, Corporate Sales, Direct Sales, Sales",Aditi Tracking,2011,12,Computer Software / IT / Internet,"Mumbai, Navi Mumbai",125,https://www.instahyre.com/job-239611-asst-sales-manager-at-aditi-tracking-mumbai-navi-mumbai/
251,241291,Technical Account Manager,Sales and Business ,Senior,Trisha Baishnab,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Blue Yonder,1985,38,Computer Software / IT / Internet,Bangalore,1000,https://www.instahyre.com/job-241291-technical-account-manager-at-blue-yonder-bangalore/
252,239220,Key Account Manager - Application Sales - BFSI,Sales and Business ,Senior,Manali Patil,"Business Development, Corporate Sales, Sales",CRMNEXT,2001,22,Computer Software / IT / Internet,Mumbai,1000,https://www.instahyre.com/job-239220-key-account-manager-application-sales-bfsi-at-crmnext-mumbai/
253,238043,Outbound Sales Specialist,Sales and Business ,Junior Level,Jerry Stanley,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",EpicMinds Information Technology,2015,8,Computer Software / IT / Internet,Bangalore,750,https://www.instahyre.com/job-238043-outbound-sales-specialist-at-epicminds-information-technology-bangalore/
254,239020,Executive Business Development,Sales and Business ,Intermediate Level,Priyanka Gurav,"Business Development, Sales",Greytip Software,1994,29,Computer Software / IT / Internet,Chennai,350,https://www.instahyre.com/job-239020-executive-business-development-at-greytip-software-chennai/
255,240080,Business Development Manager,Sales and Business ,Mid Senior Level,Geeta Sariya,"Business Development, International Sales, Sales",Ker InfoTech,2017,6,Computer Software / IT / Internet,Ahmedabad,30,https://www.instahyre.com/job-240080-business-development-manager-at-ker-infotech-ahmedabad/
256,240920,Senior Business Development Executive,Sales and Business ,Junior Level,Mayanka Shrivastava,"Business Development, International Sales",Propellum,1998,25,Computer Software / IT / Internet,Mumbai,125,https://www.instahyre.com/job-240920-senior-business-development-executive-at-propellum-mumbai/
257,239596,Lead Generation Specialist,Sales and Business ,Mid Senior Level,Monika Pant,"Business Development, Sales",StrategyWerks,2020,3,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-239596-lead-generation-specialist-at-strategywerks-gurgaon/
258,239654,Business Development Manager,Sales and Business ,Intermediate Level,Anjali Chourasia,"Business Development, Direct Sales, International Sales",V Group,1999,24,Computer Software / IT / Internet,Bhopal,125,https://www.instahyre.com/job-239654-business-development-manager-at-v-group-bhopal/
259,238593,Inside Sales Executive,Sales and Business ,Junior Level,Careers Voiceoc,Sales,Voiceoc,2019,4,Computer Software / IT / Internet,Noida,5,https://www.instahyre.com/job-238593-inside-sales-executive-at-voiceoc-noida/
